district,month,year,implant_women_old,implant_women_new,injection2_women_old,injection2_women_new,injection3_women_old,injection3_women_new,pill_women_old,pill_women_new,iud_women_old,iud_women_new,iud_number_dispensed,implant_number_dispensed,injection2_number_dispensed,injection3_number_dispensed,pill_number_dispensed,iud_number_received,implant_number_received,injection2_number_received,injection3_number_received,pill_number_received,iud_stock_end,implant_stock_end,injection2_stock_end,injection3_stock_end,pill_stock_end
NASSIAN,1,2019,,13.0,,,102,49,12.0,9.0,,,,13.0,,126.0,47.0,,13.0,,104.0,106.0,,60.0,,75.0,206.0
NASSIAN,2,2019,,13.0,,,67,52,13.0,9.0,,,,10.0,,119.0,57.0,1.0,34.0,,193.0,97.0,,76.0,,137.0,150.0
NASSIAN,3,2019,,27.0,,,57,53,18.0,29.0,,1.0,,27.0,,101.0,55.0,,35.0,,100.0,79.0,,45.0,,155.0,89.0
NASSIAN,4,2019,,21.0,,,104,68,8.0,8.0,,,,26.0,,179.0,22.0,,35.0,,187.0,101.0,,38.0,,172.0,120.0
NASSIAN,5,2019,,21.0,,,120,56,5.0,4.0,,,,21.0,,170.0,24.0,,46.0,,161.0,49.0,,28.0,,144.0,72.0
NASSIAN,6,2019,,17.0,,,77,72,15.0,28.0,,,,17.0,,124.0,55.0,,1.0,,154.0,170.0,,20.0,,72.0,162.0
NIAKARAMADOUGOU,1,2019,1250.0,68.0,93.0,,2085,91,174.0,1.0,52.0,4.0,4.0,76.0,,327.0,120.0,10.0,120.0,,519.0,8460.0,,266.0,,300.0,8775.0
NIAKARAMADOUGOU,2,2019,1228.0,58.0,93.0,2.0,2079,99,146.0,,56.0,5.0,5.0,54.0,2.0,333.0,215.0,10.0,114.0,6.0,593.0,8456.0,,243.0,,374.0,8576.0
NIAKARAMADOUGOU,3,2019,1247.0,66.0,90.0,,2142,90,141.0,2.0,59.0,1.0,1.0,54.0,2.0,315.0,1728.0,10.0,106.0,20.0,541.0,8430.0,,136.0,,364.0,6518.0
NIAKARAMADOUGOU,4,2019,873.0,72.0,77.0,4.0,2052,86,151.0,4.0,60.0,4.0,1.0,70.0,4.0,318.0,51.0,10.0,137.0,100.0,466.0,8489.0,,178.0,,261.0,6567.0
NIAKARAMADOUGOU,5,2019,1314.0,54.0,124.0,14.0,2050,66,143.0,7.0,63.0,7.0,13.0,59.0,25.0,296.0,76.0,20.0,115.0,150.0,488.0,8580.0,,184.0,,311.0,6613.0
NIAKARAMADOUGOU,6,2019,1336.0,65.0,101.0,3.0,2083,90,141.0,4.0,64.0,2.0,1.0,54.0,7.0,314.0,63.0,10.0,131.0,100.0,589.0,8502.0,,4.0,,174.0,6539.0
ODIENNE,1,2019,274.0,75.0,7.0,1.0,351,55,10.0,5.0,,1.0,,40.0,2.0,126.0,5.0,,82.0,,180.0,11.0,,89.0,,175.0,12.0
ODIENNE,2,2019,1003.0,574.0,13.0,1.0,1240,89,379.0,3.0,,1.0,,51.0,,152.0,37.0,,104.0,,233.0,4.0,,101.0,,179.0,861.0
ODIENNE,3,2019,628.0,80.0,5.0,,618,91,8.0,3.0,,,,59.0,3.0,121.0,3.0,,91.0,20.0,230.0,12.0,,108.0,,160.0,867.0
ODIENNE,4,2019,1346.0,57.0,19.0,6.0,833,108,7.0,5.0,,4.0,,56.0,4.0,175.0,13.0,,59.0,10.0,166.0,14.0,,110.0,,128.0,13.0
ODIENNE,5,2019,317.0,82.0,1.0,3.0,837,83,378.0,4.0,2.0,,,74.0,5.0,200.0,6.0,,81.0,,270.0,10.0,,77.0,,152.0,11.0
ODIENNE,6,2019,583.0,58.0,107.0,13.0,742,112,11.0,3.0,,,,56.0,7.0,151.0,4.0,,92.0,5.0,271.0,2.0,,67.0,,202.0,8.0
OUANGOLODOUGOU,1,2019,51.0,20.0,112.0,28.0,374,101,9.0,7.0,10.0,4.0,,15.0,6.0,149.0,8.0,10.0,23.0,6.0,209.0,,,101.0,,269.0,125.0
OUANGOLODOUGOU,2,2019,84.0,30.0,38.0,2.0,473,98,28.0,12.0,11.0,,,17.0,8.0,123.0,10.0,,20.0,,93.0,,,87.0,,158.0,115.0
OUANGOLODOUGOU,3,2019,47.0,84.0,27.0,4.0,436,115,22.0,,5.0,2.0,,,,31.0,,,,,109.0,,,,,81.0,
OUANGOLODOUGOU,4,2019,60.0,37.0,30.0,4.0,465,102,10.0,4.0,4.0,2.0,,11.0,,136.0,,,71.0,,242.0,,,62.0,,107.0,
OUANGOLODOUGOU,5,2019,63.0,39.0,5.0,3.0,240,59,9.0,1.0,8.0,3.0,,14.0,,49.0,,110.0,20.0,,137.0,,,6.0,,88.0,
OUANGOLODOUGOU,6,2019,30.0,29.0,3.0,1.0,299,99,3.0,,,4.0,,,,16.0,,,,,56.0,,,,,40.0,
OUANINOU,1,2019,147.0,13.0,,,252,20,18.0,4.0,,,,6.0,,23.0,,,12.0,,48.0,,,10.0,,42.0,4.0
OUANINOU,2,2019,164.0,19.0,,,279,20,75.0,,,,,8.0,,13.0,,,16.0,,40.0,,,11.0,,46.0,9.0
OUANINOU,3,2019,138.0,10.0,,,290,22,18.0,,,,,9.0,,18.0,,,13.0,,30.0,6.0,,16.0,,54.0,4.0
OUANINOU,4,2019,140.0,11.0,,,250,13,13.0,5.0,,,,11.0,,13.0,2.0,,66.0,,83.0,70.0,,64.0,,108.0,72.0
OUANINOU,5,2019,147.0,7.0,,,289,13,16.0,,,,,2.0,,22.0,,,9.0,,48.0,23.0,,37.0,,86.0,46.0
OUANINOU,6,2019,169.0,8.0,,,244,12,14.0,1.0,,,,3.0,,18.0,5.0,,15.0,,71.0,20.0,,39.0,,135.0,63.0
OUME,1,2019,281.0,81.0,156.0,5.0,977,135,324.0,13.0,3.0,,,74.0,59.0,376.0,186.0,7.0,212.0,75.0,696.0,905.0,,182.0,,431.0,889.0
OUME,2,2019,299.0,44.0,50.0,,1015,126,345.0,12.0,3.0,8.0,,45.0,1.0,377.0,117.0,,101.0,25.0,706.0,663.0,,106.0,,435.0,547.0
OUME,3,2019,279.0,58.0,152.0,12.0,576,100,104.0,13.0,3.0,3.0,,65.0,22.0,365.0,39.0,7.0,195.0,179.0,515.0,456.0,,148.0,,205.0,585.0
OUME,4,2019,351.0,28.0,75.0,9.0,923,77,349.0,9.0,3.0,1.0,1.0,36.0,22.0,347.0,460.0,17.0,190.0,182.0,789.0,2124.0,,203.0,,474.0,1704.0
OUME,5,2019,124.0,37.0,101.0,34.0,879,136,345.0,14.0,3.0,4.0,4.0,41.0,34.0,413.0,623.0,7.0,178.0,170.0,820.0,717.0,,106.0,,500.0,1069.0
OUME,6,2019,65.0,19.0,92.0,14.0,801,56,324.0,7.0,,1.0,1.0,22.0,56.0,215.0,461.0,12.0,168.0,129.0,543.0,1148.0,,44.0,,378.0,1109.0
PORT-BOUET-VRIDI,1,2019,68.0,41.0,14.0,4.0,814,126,74.0,11.0,10.0,3.0,31.0,139.0,10.0,797.0,374.0,63.0,1749.0,,1855.0,3425.0,,1801.0,,1468.0,2126.0
PORT-BOUET-VRIDI,2,2019,63.0,39.0,6.0,1.0,713,150,121.0,20.0,10.0,2.0,26.0,131.0,1.0,1225.0,602.0,110.0,980.0,,2209.0,2090.0,,1058.0,,1458.0,1739.0
PORT-BOUET-VRIDI,3,2019,62.0,33.0,12.0,3.0,665,140,151.0,14.0,4.0,2.0,27.0,109.0,16.0,1159.0,451.0,87.0,916.0,135.0,1365.0,1736.0,,1012.0,,926.0,1662.0
PORT-BOUET-VRIDI,4,2019,69.0,37.0,117.0,10.0,695,125,94.0,6.0,8.0,9.0,27.0,140.0,131.0,898.0,478.0,87.0,982.0,60.0,2250.0,1995.0,,1033.0,,2045.0,2425.0
PORT-BOUET-VRIDI,5,2019,71.0,38.0,26.0,5.0,695,194,176.0,27.0,10.0,4.0,28.0,129.0,15.0,1283.0,555.0,39.0,905.0,304.0,2390.0,1364.0,,994.0,,1318.0,3393.0
PORT-BOUET-VRIDI,6,2019,35.0,41.0,67.0,18.0,764,179,109.0,10.0,6.0,4.0,20.0,2889.0,424.0,997.0,398.0,119.0,803.0,642.0,2501.0,4192.0,,899.0,,1999.0,4063.0
PRIKRO,1,2019,87.0,19.0,15.0,,210,51,14.0,3.0,,,,17.0,,143.0,13.0,,50.0,,229.0,26.0,,46.0,,141.0,30.0
PRIKRO,2,2019,86.0,19.0,15.0,,203,69,16.0,4.0,,2.0,2.0,11.0,,116.0,20.0,10.0,50.0,,252.0,54.0,,50.0,,168.0,34.0
PRIKRO,3,2019,110.0,28.0,17.0,,252,56,15.0,3.0,1.0,1.0,,20.0,2.0,135.0,29.0,10.0,57.0,2.0,231.0,37.0,,38.0,,138.0,18.0
PRIKRO,4,2019,117.0,7.0,15.0,1.0,154,44,24.0,2.0,4.0,,,7.0,1.0,110.0,22.0,10.0,65.0,1.0,199.0,50.0,,76.0,,173.0,28.0
PRIKRO,5,2019,117.0,10.0,16.0,,246,37,15.0,1.0,2.0,,,6.0,1.0,100.0,14.0,,48.0,1.0,150.0,36.0,,56.0,,134.0,23.0
PRIKRO,6,2019,71.0,11.0,15.0,,255,45,21.0,1.0,2.0,,,7.0,,118.0,22.0,,35.0,,157.0,51.0,,26.0,,130.0,29.0
SAKASSOU,1,2019,19.0,39.0,18.0,5.0,229,78,54.0,24.0,,,,41.0,24.0,298.0,274.0,4.0,35.0,14.0,321.0,259.0,,208.0,,270.0,438.0
SAKASSOU,2,2019,177.0,33.0,3.0,,247,95,61.0,10.0,,,,30.0,1.0,295.0,337.0,4.0,32.0,,252.0,1065.0,,197.0,,230.0,604.0
SAKASSOU,3,2019,182.0,43.0,2.0,,218,96,58.0,8.0,,1.0,2.0,37.0,1.0,277.0,253.0,3.0,30.0,10.0,287.0,1029.0,,174.0,,251.0,359.0
SAKASSOU,4,2019,184.0,44.0,20.0,6.0,294,90,72.0,11.0,,,,62.0,25.0,346.0,178.0,5.0,110.0,146.0,315.0,513.0,,212.0,,172.0,498.0
SAKASSOU,5,2019,3.0,34.0,13.0,20.0,306,72,84.0,13.0,,,,34.0,32.0,306.0,227.0,2.0,62.0,45.0,360.0,288.0,,180.0,,198.0,505.0
SAKASSOU,6,2019,137.0,34.0,21.0,10.0,206,50,53.0,9.0,,1.0,,34.0,31.0,227.0,127.0,2.0,36.0,48.0,215.0,237.0,,169.0,,202.0,338.0
SAN-PEDRO,1,2019,203.0,294.0,68.0,21.0,1017,290,295.0,50.0,10.0,23.0,23.0,394.0,84.0,987.0,1118.0,92.0,655.0,201.0,1874.0,3556.0,,369.0,,1036.0,2708.0
SAN-PEDRO,2,2019,125.0,312.0,35.0,3.0,998,245,284.0,28.0,13.0,10.0,28.0,314.0,29.0,909.0,986.0,62.0,711.0,175.0,1574.0,2778.0,,467.0,,994.0,2132.0
SAN-PEDRO,3,2019,109.0,225.0,33.0,13.0,901,286,426.0,29.0,11.0,23.0,23.0,231.0,26.0,1057.0,933.0,94.0,714.0,380.0,1576.0,2757.0,,620.0,,810.0,2018.0
SAN-PEDRO,4,2019,489.0,270.0,45.0,20.0,976,267,204.0,33.0,16.0,13.0,19.0,311.0,49.0,1098.0,713.0,96.0,721.0,318.0,1979.0,2793.0,,610.0,,1168.0,2379.0
SAN-PEDRO,5,2019,482.0,223.0,51.0,15.0,857,215,358.0,43.0,9.0,22.0,3.0,194.0,97.0,497.0,347.0,36.0,433.0,214.0,1048.0,2134.0,,524.0,,923.0,2032.0
SAN-PEDRO,6,2019,428.0,234.0,35.0,28.0,919,241,385.0,37.0,21.0,21.0,63.0,280.0,49.0,1028.0,918.0,46.0,536.0,220.0,1699.0,2969.0,,70.0,,840.0,2205.0
SANDEGUE,1,2019,,4.0,,,58,26,5.0,4.0,,1.0,,7.0,,76.0,9.0,25.0,30.0,6.0,151.0,37.0,,32.0,,97.0,28.0
SANDEGUE,2,2019,,6.0,,,66,22,7.0,9.0,,3.0,2.0,12.0,,88.0,17.0,25.0,28.0,6.0,133.0,40.0,,23.0,,63.0,23.0
SANDEGUE,3,2019,,9.0,,4.0,82,32,8.0,2.0,,,,9.0,4.0,112.0,14.0,23.0,14.0,6.0,178.0,29.0,,26.0,,94.0,20.0
SANDEGUE,4,2019,38.0,12.0,2.0,,54,28,2.0,3.0,,,,3.0,2.0,80.0,6.0,23.0,32.0,2.0,136.0,11.0,,16.0,,77.0,5.0
SANDEGUE,5,2019,,8.0,,,102,32,2.0,,,2.0,,10.0,,82.0,5.0,23.0,15.0,,208.0,46.0,,20.0,,100.0,41.0
SANDEGUE,6,2019,,7.0,,,45,28,3.0,,,,,9.0,,80.0,5.0,,19.0,,98.0,17.0,,8.0,,79.0,12.0
SASSANDRA,1,2019,24.0,89.0,12.0,,306,175,54.0,11.0,,1.0,1.0,68.0,12.0,346.0,26.0,14.0,144.0,17.0,452.0,196.0,,153.0,,254.0,192.0
SASSANDRA,2,2019,18.0,69.0,4.0,,277,124,18.0,9.0,2.0,2.0,3.0,73.0,7.0,324.0,127.0,3.0,166.0,5.0,414.0,207.0,,169.0,,290.0,240.0
SASSANDRA,3,2019,14.0,74.0,,,268,133,15.0,1.0,,5.0,1.0,66.0,,303.0,36.0,3.0,179.0,5.0,453.0,194.0,,152.0,,263.0,208.0
SASSANDRA,4,2019,10.0,65.0,2.0,1.0,277,118,11.0,12.0,,1.0,,74.0,7.0,336.0,216.0,3.0,142.0,50.0,461.0,298.0,,125.0,,225.0,141.0
SASSANDRA,5,2019,12.0,51.0,2.0,,332,117,15.0,49.0,,2.0,3.0,58.0,22.0,387.0,130.0,13.0,180.0,45.0,520.0,173.0,,166.0,,342.0,131.0
SASSANDRA,6,2019,27.0,93.0,13.0,4.0,384,123,68.0,24.0,,,,70.0,17.0,289.0,32.0,3.0,135.0,44.0,450.0,86.0,,160.0,,242.0,92.0
SEGUELA,1,2019,118.0,81.0,17.0,4.0,248,90,34.0,5.0,3.0,9.0,8.0,74.0,7.0,184.0,9.0,70.0,149.0,30.0,357.0,64.0,,149.0,,405.0,179.0
SEGUELA,2,2019,98.0,80.0,16.0,4.0,285,82,43.0,7.0,,2.0,,54.0,3.0,157.0,74.0,,92.0,5.0,431.0,420.0,,142.0,,912.0,683.0
SEGUELA,3,2019,104.0,71.0,11.0,3.0,250,111,36.0,4.0,1.0,4.0,2.0,52.0,19.0,180.0,116.0,10.0,147.0,5.0,358.0,55.0,,165.0,,377.0,441.0
SEGUELA,4,2019,86.0,57.0,21.0,7.0,216,100,43.0,1.0,1.0,3.0,2.0,56.0,2.0,180.0,123.0,,132.0,5.0,359.0,102.0,,116.0,,307.0,373.0
SEGUELA,5,2019,178.0,103.0,13.0,2.0,243,156,37.0,10.0,3.0,6.0,3.0,54.0,2.0,254.0,272.0,,74.0,,218.0,340.0,,133.0,,791.0,658.0
SEGUELA,6,2019,194.0,46.0,,2.0,216,79,29.0,1.0,1.0,7.0,,36.0,2.0,175.0,73.0,,128.0,,376.0,522.0,,180.0,,859.0,1081.0
SIKENSI,1,2019,,30.0,17.0,1.0,182,46,67.0,6.0,,,,30.0,18.0,211.0,898.0,,55.0,,352.0,1152.0,,37.0,,234.0,440.0
SIKENSI,2,2019,82.0,29.0,11.0,10.0,160,65,15.0,5.0,,,,32.0,11.0,196.0,505.0,,55.0,,339.0,1650.0,,30.0,,345.0,1223.0
SIKENSI,3,2019,82.0,31.0,4.0,2.0,242,46,31.0,9.0,,,,31.0,6.0,285.0,618.0,,68.0,225.0,379.0,1140.0,,64.0,,299.0,888.0
SIKENSI,4,2019,4.0,34.0,16.0,4.0,205,33,34.0,7.0,,,,34.0,20.0,221.0,798.0,,84.0,125.0,335.0,1351.0,,68.0,,254.0,956.0
SIKENSI,5,2019,89.0,25.0,27.0,13.0,212,53,29.0,4.0,,,,25.0,40.0,234.0,546.0,,33.0,117.0,418.0,1335.0,,38.0,,281.0,1085.0
SIKENSI,6,2019,83.0,18.0,54.0,18.0,161,33,32.0,11.0,,3.0,3.0,18.0,72.0,191.0,555.0,,32.0,159.0,286.0,514.0,,38.0,,254.0,484.0
SINEMATIALI,1,2019,1.0,21.0,2.0,1.0,251,65,,,,,,22.0,3.0,305.0,4.0,,43.0,,455.0,,,51.0,,217.0,6.0
SINEMATIALI,2,2019,,39.0,,,210,48,2.0,,,,,39.0,,258.0,13.0,,53.0,,319.0,15.0,,48.0,,195.0,8.0
SINEMATIALI,3,2019,1.0,30.0,2.0,,246,62,,2.0,,,,31.0,2.0,309.0,,,82.0,10.0,356.0,,,78.0,,204.0,3.0
SINEMATIALI,4,2019,3.0,35.0,1.0,1.0,232,61,2.0,,,8.0,,46.0,2.0,293.0,10.0,,61.0,8.0,499.0,12.0,,31.0,,213.0,2.0
SINEMATIALI,5,2019,,59.0,5.0,,236,77,1.0,,,,,57.0,5.0,313.0,7.0,,142.0,10.0,419.0,22.0,,92.0,,210.0,17.0
SINEMATIALI,6,2019,,35.0,2.0,,269,44,1.0,,,,,35.0,2.0,313.0,5.0,,74.0,,409.0,,,89.0,,230.0,12.0
SINFRA,1,2019,15.0,85.0,32.0,8.0,416,104,36.0,9.0,,1.0,1.0,93.0,38.0,456.0,89.0,5.0,82.0,103.0,475.0,143.0,,43.0,,138.0,172.0
SINFRA,2,2019,26.0,93.0,71.0,3.0,383,105,49.0,10.0,,1.0,1.0,90.0,14.0,370.0,154.0,5.0,98.0,24.0,376.0,152.0,,140.0,,478.0,1192.0
SINFRA,3,2019,21.0,108.0,15.0,4.0,432,83,118.0,9.0,6.0,7.0,,72.0,11.0,347.0,120.0,5.0,54.0,126.0,267.0,180.0,,114.0,,468.0,1211.0
SINFRA,4,2019,15.0,87.0,24.0,12.0,377,71,32.0,9.0,,2.0,2.0,85.0,34.0,438.0,139.0,5.0,226.0,134.0,625.0,271.0,,252.0,,552.0,1335.0
SINFRA,5,2019,79.0,85.0,50.0,13.0,279,54,56.0,4.0,1.0,4.0,2.0,98.0,64.0,409.0,239.0,5.0,76.0,108.0,356.0,133.0,,200.0,,501.0,1173.0
SINFRA,6,2019,20.0,82.0,52.0,13.0,386,61,44.0,5.0,1.0,4.0,,105.0,48.0,479.0,155.0,,140.0,118.0,532.0,278.0,,186.0,,508.0,1263.0
SOUBRE,1,2019,331.0,220.0,16.0,3.0,504,200,102.0,9.0,,6.0,4.0,226.0,20.0,578.0,248.0,17.0,270.0,65.0,726.0,321.0,,202.0,,335.0,253.0
SOUBRE,2,2019,312.0,212.0,5.0,6.0,458,193,96.0,27.0,10.0,28.0,4.0,213.0,11.0,549.0,315.0,26.0,391.0,46.0,724.0,485.0,,279.0,,346.0,226.0
SOUBRE,3,2019,322.0,254.0,11.0,14.0,484,171,108.0,15.0,77.0,3.0,3.0,247.0,17.0,507.0,296.0,26.0,323.0,50.0,691.0,389.0,,215.0,,364.0,175.0
SOUBRE,4,2019,255.0,169.0,24.0,4.0,446,164,80.0,14.0,75.0,12.0,24.0,164.0,27.0,499.0,268.0,34.0,308.0,79.0,677.0,371.0,,278.0,,394.0,179.0
SOUBRE,5,2019,193.0,156.0,27.0,5.0,443,258,71.0,12.0,74.0,5.0,5.0,166.0,32.0,510.0,262.0,34.0,252.0,98.0,511.0,517.0,,296.0,,303.0,326.0
SOUBRE,6,2019,198.0,131.0,18.0,10.0,491,171,75.0,18.0,76.0,12.0,11.0,137.0,29.0,502.0,254.0,53.0,282.0,101.0,576.0,350.0,,94.0,,290.0,248.0
TABOU,1,2019,8.0,72.0,33.0,16.0,336,129,18.0,11.0,,3.0,3.0,78.0,17.0,337.0,78.0,16.0,79.0,30.0,454.0,123.0,,107.0,,414.0,1151.0
TABOU,2,2019,2.0,66.0,1.0,1.0,257,91,14.0,23.0,,3.0,4.0,60.0,,264.0,69.0,9.0,45.0,,236.0,79.0,,124.0,,414.0,480.0
TABOU,3,2019,1.0,116.0,1.0,2.0,340,124,19.0,6.0,,,,68.0,4.0,316.0,61.0,5.0,39.0,125.0,275.0,43.0,,102.0,,347.0,543.0
TABOU,4,2019,2.0,86.0,7.0,10.0,283,133,15.0,5.0,1.0,,1.0,58.0,23.0,272.0,73.0,14.0,96.0,102.0,396.0,124.0,,132.0,,371.0,485.0
TABOU,5,2019,1.0,80.0,15.0,4.0,277,101,29.0,8.0,,,,60.0,22.0,279.0,99.0,9.0,42.0,20.0,145.0,115.0,,138.0,,351.0,492.0
TABOU,6,2019,12.0,88.0,45.0,26.0,333,104,17.0,5.0,,2.0,9.0,81.0,38.0,328.0,85.0,9.0,96.0,5.0,285.0,121.0,,75.0,,293.0,481.0
TAI,1,2019,99.0,23.0,25.0,,207,56,53.0,3.0,,,,115.0,25.0,229.0,54.0,,134.0,10.0,352.0,41.0,,118.0,,239.0,37.0
TAI,2,2019,90.0,15.0,25.0,,199,42,51.0,6.0,,,,26.0,,124.0,25.0,,216.0,,491.0,62.0,,201.0,,363.0,37.0
TAI,3,2019,43.0,20.0,23.0,5.0,216,45,44.0,,,,,17.0,7.0,112.0,12.0,,200.0,100.0,314.0,37.0,,183.0,,199.0,25.0
TAI,4,2019,182.0,19.0,30.0,2.0,238,41,44.0,1.0,,,,111.0,7.0,136.0,12.0,,173.0,93.0,419.0,25.0,,171.0,,314.0,13.0
TAI,5,2019,106.0,15.0,38.0,,303,80,41.0,,,,,28.0,13.0,147.0,8.0,,165.0,86.0,267.0,17.0,,145.0,,143.0,9.0
TAI,6,2019,98.0,18.0,34.0,1.0,257,35,43.0,4.0,,,,18.0,10.0,131.0,15.0,,154.0,73.0,336.0,28.0,,121.0,,195.0,103.0
TANDA,1,2019,11.0,11.0,22.0,3.0,160,22,42.0,6.0,,,,17.0,1.0,195.0,109.0,,37.0,,195.0,246.0,,24.0,,206.0,114.0
TANDA,2,2019,12.0,18.0,18.0,2.0,122,31,35.0,6.0,,,,30.0,,144.0,80.0,3.0,31.0,,115.0,110.0,,20.0,,83.0,124.0
TANDA,3,2019,15.0,13.0,5.0,,121,39,26.0,3.0,,,,18.0,,130.0,57.0,,20.0,5.0,136.0,55.0,,24.0,,116.0,135.0
TANDA,4,2019,15.0,21.0,10.0,8.0,98,30,22.0,1.0,,,,24.0,16.0,97.0,47.0,,33.0,140.0,170.0,85.0,,30.0,,162.0,155.0
TANDA,5,2019,15.0,34.0,39.0,14.0,108,31,25.0,4.0,,,2.0,42.0,49.0,130.0,81.0,,65.0,50.0,100.0,84.0,,52.0,,129.0,177.0
TANDA,6,2019,16.0,19.0,36.0,10.0,110,23,19.0,8.0,,,,18.0,44.0,96.0,72.0,,16.0,27.0,123.0,170.0,,43.0,,144.0,226.0
TEHINI,1,2019,4.0,13.0,,,58,32,2.0,,,,,16.0,,87.0,2.0,,44.0,,134.0,18.0,,28.0,,51.0,16.0
TEHINI,2,2019,,7.0,,,58,16,,,,,,7.0,,74.0,,,31.0,,185.0,5.0,,27.0,,112.0,5.0
TEHINI,3,2019,1.0,17.0,1.0,,52,18,,,,,,18.0,,70.0,,,32.0,,150.0,2.0,,14.0,,60.0,3.0
TEHINI,4,2019,6.0,14.0,,,57,40,,,,,,13.0,,95.0,,,19.0,,77.0,,,6.0,,47.0,
TEHINI,5,2019,2.0,14.0,,,54,24,,,,,,15.0,,78.0,6.0,,26.0,,124.0,15.0,,17.0,,48.0,5.0
TEHINI,6,2019,,7.0,,,49,18,,,,,,7.0,,64.0,5.0,,21.0,,94.0,7.0,,17.0,,54.0,2.0
TENGRELA,1,2019,375.0,21.0,2.0,,705,218,3.0,3.0,1.0,,,9.0,1.0,103.0,,5.0,30.0,1.0,173.0,,,21.0,,70.0,
TENGRELA,2,2019,458.0,403.0,1.0,,737,222,2.0,2.0,1.0,,,4.0,,98.0,,,35.0,15.0,205.0,,,32.0,,107.0,
TENGRELA,3,2019,443.0,25.0,12.0,1.0,296,102,1.0,2.0,1.0,,,19.0,,153.0,,,49.0,,382.0,,,30.0,,229.0,
TENGRELA,4,2019,430.0,117.0,,2.0,838,305,3.0,6.0,4.0,4.0,,10.0,,104.0,,,36.0,,226.0,,,26.0,,112.0,
TENGRELA,5,2019,793.0,15.0,1.0,1.0,396,213,6.0,5.0,15.0,1.0,,4.0,2.0,113.0,,,25.0,5.0,193.0,4.0,,21.0,,80.0,4.0
TENGRELA,6,2019,419.0,144.0,,,579,283,6.0,33.0,,,,21.0,,168.0,3.0,,54.0,,285.0,19.0,,9.0,,117.0,16.0
TIAPOUM,1,2019,,1.0,13.0,1.0,84,16,4.0,,,,,,14.0,83.0,3.0,,,41.0,119.0,30.0,,,,52.0,63.0
TIAPOUM,2,2019,,,,,107,15,11.0,1.0,,,,,,41.0,13.0,,,41.0,135.0,96.0,,,,108.0,117.0
TIAPOUM,3,2019,,2.0,,,136,21,17.0,,,,,2.0,,66.0,11.0,,4.0,,120.0,89.0,,,,66.0,114.0
TIAPOUM,4,2019,1.0,4.0,,,114,25,11.0,1.0,,,,1.0,,79.0,5.0,,2.0,,116.0,122.0,,1.0,,37.0,117.0
TIAPOUM,5,2019,,18.0,,2.0,119,56,5.0,2.0,,,,,2.0,32.0,46.0,,,20.0,55.0,120.0,,,,26.0,68.0
TIAPOUM,6,2019,1.0,,,2.0,125,36,9.0,14.0,,,,,,71.0,10.0,,,8.0,140.0,113.0,,,,73.0,96.0
TIASSALE,1,2019,156.0,37.0,33.0,18.0,340,155,72.0,18.0,4.0,8.0,,54.0,31.0,414.0,243.0,6.0,129.0,57.0,412.0,295.0,,95.0,,127.0,250.0
TIASSALE,2,2019,35.0,39.0,102.0,2.0,505,140,155.0,17.0,4.0,6.0,1.0,102.0,11.0,382.0,501.0,14.0,103.0,21.0,459.0,613.0,,100.0,,168.0,557.0
TIASSALE,3,2019,8.0,43.0,18.0,17.0,276,86,45.0,8.0,,1.0,1.0,36.0,5.0,297.0,178.0,13.0,68.0,95.0,303.0,166.0,,72.0,,148.0,203.0
TIASSALE,4,2019,9.0,31.0,142.0,7.0,486,135,182.0,9.0,,,,37.0,28.0,415.0,193.0,5.0,38.0,10.0,427.0,624.0,,77.0,,189.0,638.0
TIASSALE,5,2019,21.0,55.0,170.0,22.0,484,116,166.0,10.0,,,,46.0,54.0,464.0,646.0,,40.0,58.0,417.0,551.0,,93.0,,235.0,922.0
TIASSALE,6,2019,16.0,35.0,105.0,16.0,484,102,146.0,10.0,2.0,4.0,,30.0,24.0,394.0,228.0,,59.0,56.0,442.0,629.0,,20.0,,257.0,651.0
TIEBISSOU,1,2019,1.0,18.0,10.0,6.0,294,116,44.0,20.0,1.0,,1.0,21.0,16.0,415.0,121.0,24.0,74.0,57.0,580.0,316.0,,70.0,,242.0,163.0
TIEBISSOU,2,2019,1.0,24.0,12.0,3.0,258,108,51.0,28.0,3.0,1.0,1.0,29.0,15.0,348.0,190.0,25.0,89.0,31.0,575.0,371.0,,84.0,,252.0,211.0
TIEBISSOU,3,2019,65.0,32.0,32.0,9.0,297,127,53.0,16.0,2.0,1.0,1.0,32.0,44.0,426.0,105.0,23.0,96.0,75.0,499.0,257.0,,71.0,,178.0,187.0
TIEBISSOU,4,2019,2.0,34.0,27.0,11.0,281,117,54.0,23.0,2.0,,,34.0,20.0,382.0,129.0,6.0,98.0,64.0,523.0,232.0,,66.0,,198.0,121.0
TIEBISSOU,5,2019,,86.0,19.0,5.0,276,128,56.0,24.0,2.0,,,83.0,23.0,333.0,91.0,19.0,188.0,81.0,591.0,539.0,,100.0,,227.0,476.0
TIEBISSOU,6,2019,,25.0,6.0,2.0,220,90,31.0,20.0,2.0,,,26.0,8.0,319.0,85.0,17.0,121.0,44.0,477.0,501.0,,75.0,,192.0,419.0
TOUBA,1,2019,691.0,44.0,,,1952,78,559.0,3.0,9.0,2.0,,18.0,,94.0,5.0,,30.0,10.0,114.0,34.0,,140.0,,274.0,6161.0
