calendar,calendar,site_code,product_code,stock_distributed
2018-02-01,2018-02-01,C5017,AS46000,97.0
2018-03-01,2018-03-01,C5017,AS46000,230.0
2018-04-01,2018-04-01,C5017,AS46000,156.0
2018-05-01,2018-05-01,C5017,AS46000,125.0
2018-06-01,2018-06-01,C5017,AS46000,270.0
2018-07-01,2018-07-01,C5017,AS46000,154.0
2018-08-01,2018-08-01,C5017,AS46000,232.0
2018-09-01,2018-09-01,C5017,AS46000,181.0
2016-01-01,2016-01-01,C5018,AS27000,1.0
2016-02-01,2016-02-01,C5018,AS27000,1.0
2016-03-01,2016-03-01,C5018,AS27000,26.0
2016-04-01,2016-04-01,C5018,AS27000,1.0
2016-05-01,2016-05-01,C5018,AS27000,1.0
2016-06-01,2016-06-01,C5018,AS27000,8.0
2016-07-01,2016-07-01,C5018,AS27000,11.0
2016-08-01,2016-08-01,C5018,AS27000,4.0
2016-09-01,2016-09-01,C5018,AS27000,12.0
2016-10-01,2016-10-01,C5018,AS27000,9.0
2016-11-01,2016-11-01,C5018,AS27000,4.0
2016-12-01,2016-12-01,C5018,AS27000,12.0
2017-01-01,2017-01-01,C5018,AS27000,1.0
2017-02-01,2017-02-01,C5018,AS27000,10.0
2017-03-01,2017-03-01,C5018,AS27000,2.0
2017-04-01,2017-04-01,C5018,AS27000,1.0
2017-05-01,2017-05-01,C5018,AS27000,3.0
2017-06-01,2017-06-01,C5018,AS27000,1.0
2017-07-01,2017-07-01,C5018,AS27000,9.0
2017-08-01,2017-08-01,C5018,AS27000,1.0
2017-09-01,2017-09-01,C5018,AS27000,4.0
2017-10-01,2017-10-01,C5018,AS27000,13.0
2017-11-01,2017-11-01,C5018,AS27000,12.0
2017-12-01,2017-12-01,C5018,AS27000,1.0
2018-01-01,2018-01-01,C5018,AS27000,12.0
2018-02-01,2018-02-01,C5018,AS27000,1.0
2018-03-01,2018-03-01,C5018,AS27000,12.0
2018-04-01,2018-04-01,C5018,AS27000,12.0
2018-05-01,2018-05-01,C5018,AS27000,17.0
2018-06-01,2018-06-01,C5018,AS27000,1.0
2018-07-01,2018-07-01,C5018,AS27000,12.0
2018-08-01,2018-08-01,C5018,AS27000,16.0
2018-09-01,2018-09-01,C5018,AS27000,7.0
2016-01-01,2016-01-01,C5018,AS27132,1.0
2016-02-01,2016-02-01,C5018,AS27132,1.0
2016-03-01,2016-03-01,C5018,AS27132,11.0
2016-04-01,2016-04-01,C5018,AS27132,1.0
2016-05-01,2016-05-01,C5018,AS27132,1.0
2016-06-01,2016-06-01,C5018,AS27132,2.0
2016-07-01,2016-07-01,C5018,AS27132,6.0
2016-08-01,2016-08-01,C5018,AS27132,1.0
2016-09-01,2016-09-01,C5018,AS27132,1.0
2016-10-01,2016-10-01,C5018,AS27132,2.0
2016-11-01,2016-11-01,C5018,AS27132,1.0
2016-12-01,2016-12-01,C5018,AS27132,7.0
2017-01-01,2017-01-01,C5018,AS27132,2.0
2017-02-01,2017-02-01,C5018,AS27132,2.0
2017-03-01,2017-03-01,C5018,AS27132,1.0
2017-04-01,2017-04-01,C5018,AS27132,2.0
2017-05-01,2017-05-01,C5018,AS27132,8.0
2017-06-01,2017-06-01,C5018,AS27132,1.0
2017-07-01,2017-07-01,C5018,AS27132,3.0
2017-08-01,2017-08-01,C5018,AS27132,4.0
2017-09-01,2017-09-01,C5018,AS27132,3.0
2017-10-01,2017-10-01,C5018,AS27132,5.0
2017-11-01,2017-11-01,C5018,AS27132,11.0
2017-12-01,2017-12-01,C5018,AS27132,2.0
2018-01-01,2018-01-01,C5018,AS27132,11.0
2018-02-01,2018-02-01,C5018,AS27132,2.0
2018-03-01,2018-03-01,C5018,AS27132,1.0
2018-04-01,2018-04-01,C5018,AS27132,3.0
2018-05-01,2018-05-01,C5018,AS27132,1.0
2018-06-01,2018-06-01,C5018,AS27132,1.0
2018-07-01,2018-07-01,C5018,AS27132,1.0
2018-08-01,2018-08-01,C5018,AS27132,2.0
2018-09-01,2018-09-01,C5018,AS27132,1.0
2016-01-01,2016-01-01,C5018,AS27133,1.0
2016-02-01,2016-02-01,C5018,AS27133,1.0
2016-03-01,2016-03-01,C5018,AS27133,1.0
2016-04-01,2016-04-01,C5018,AS27133,1.0
2016-05-01,2016-05-01,C5018,AS27133,1.0
2016-06-01,2016-06-01,C5018,AS27133,76.0
2016-07-01,2016-07-01,C5018,AS27133,1.0
2016-08-01,2016-08-01,C5018,AS27133,1.0
2016-09-01,2016-09-01,C5018,AS27133,1.0
2016-10-01,2016-10-01,C5018,AS27133,2.0
2016-11-01,2016-11-01,C5018,AS27133,3.0
2016-12-01,2016-12-01,C5018,AS27133,1.0
2017-01-01,2017-01-01,C5018,AS27133,1.0
2017-02-01,2017-02-01,C5018,AS27133,1.0
2017-03-01,2017-03-01,C5018,AS27133,21.0
2017-04-01,2017-04-01,C5018,AS27133,1.0
2017-05-01,2017-05-01,C5018,AS27133,1.0
2017-06-01,2017-06-01,C5018,AS27133,1.0
2017-07-01,2017-07-01,C5018,AS27133,76.0
2017-08-01,2017-08-01,C5018,AS27133,1.0
2017-09-01,2017-09-01,C5018,AS27133,26.0
2017-10-01,2017-10-01,C5018,AS27133,1.0
2017-11-01,2017-11-01,C5018,AS27133,52.0
2017-12-01,2017-12-01,C5018,AS27133,26.0
2018-01-01,2018-01-01,C5018,AS27133,11.0
2018-02-01,2018-02-01,C5018,AS27133,1.0
2018-03-01,2018-03-01,C5018,AS27133,1.0
2018-04-01,2018-04-01,C5018,AS27133,45.0
2018-05-01,2018-05-01,C5018,AS27133,26.0
2018-06-01,2018-06-01,C5018,AS27133,1.0
2018-07-01,2018-07-01,C5018,AS27133,26.0
2018-08-01,2018-08-01,C5018,AS27133,26.0
2018-09-01,2018-09-01,C5018,AS27133,26.0
2016-01-01,2016-01-01,C5018,AS27137,1.0
2016-02-01,2016-02-01,C5018,AS27137,1.0
2016-03-01,2016-03-01,C5018,AS27137,6.0
2016-04-01,2016-04-01,C5018,AS27137,1.0
2016-05-01,2016-05-01,C5018,AS27137,11.0
2016-06-01,2016-06-01,C5018,AS27137,3.0
2016-07-01,2016-07-01,C5018,AS27137,5.0
2016-08-01,2016-08-01,C5018,AS27137,1.0
2016-09-01,2016-09-01,C5018,AS27137,3.0
2016-10-01,2016-10-01,C5018,AS27137,1.0
2016-11-01,2016-11-01,C5018,AS27137,1.0
2016-12-01,2016-12-01,C5018,AS27137,1.0
2017-01-01,2017-01-01,C5018,AS27137,1.0
2017-02-01,2017-02-01,C5018,AS27137,31.0
2017-03-01,2017-03-01,C5018,AS27137,21.0
2017-04-01,2017-04-01,C5018,AS27137,11.0
2017-05-01,2017-05-01,C5018,AS27137,22.0
2017-06-01,2017-06-01,C5018,AS27137,2.0
2017-07-01,2017-07-01,C5018,AS27137,3.0
2017-08-01,2017-08-01,C5018,AS27137,6.0
2017-09-01,2017-09-01,C5018,AS27137,5.0
2017-10-01,2017-10-01,C5018,AS27137,11.0
2017-11-01,2017-11-01,C5018,AS27137,18.0
2017-12-01,2017-12-01,C5018,AS27137,11.0
2018-01-01,2018-01-01,C5018,AS27137,41.0
2018-02-01,2018-02-01,C5018,AS27137,21.0
2018-03-01,2018-03-01,C5018,AS27137,16.0
2018-04-01,2018-04-01,C5018,AS27137,11.0
2018-05-01,2018-05-01,C5018,AS27137,21.0
2018-06-01,2018-06-01,C5018,AS27137,1.0
2018-07-01,2018-07-01,C5018,AS27137,21.0
2018-08-01,2018-08-01,C5018,AS27137,21.0
2018-09-01,2018-09-01,C5018,AS27137,11.0
2016-01-01,2016-01-01,C5018,AS27138,1.0
2016-02-01,2016-02-01,C5018,AS27138,1.0
2016-03-01,2016-03-01,C5018,AS27138,1.0
2016-04-01,2016-04-01,C5018,AS27138,1.0
2016-05-01,2016-05-01,C5018,AS27138,1.0
2016-06-01,2016-06-01,C5018,AS27138,1.0
2016-07-01,2016-07-01,C5018,AS27138,1.0
2016-08-01,2016-08-01,C5018,AS27138,1.0
2016-09-01,2016-09-01,C5018,AS27138,7.0
2016-10-01,2016-10-01,C5018,AS27138,3.0
2016-11-01,2016-11-01,C5018,AS27138,4.0
2016-12-01,2016-12-01,C5018,AS27138,36.0
2017-01-01,2017-01-01,C5018,AS27138,25.0
2017-02-01,2017-02-01,C5018,AS27138,1.0
2017-03-01,2017-03-01,C5018,AS27138,19.0
2017-04-01,2017-04-01,C5018,AS27138,22.0
2017-05-01,2017-05-01,C5018,AS27138,6.0
2017-06-01,2017-06-01,C5018,AS27138,25.0
2017-07-01,2017-07-01,C5018,AS27138,18.0
2017-08-01,2017-08-01,C5018,AS27138,7.0
2017-09-01,2017-09-01,C5018,AS27138,3.0
2017-10-01,2017-10-01,C5018,AS27138,26.0
2017-11-01,2017-11-01,C5018,AS27138,1.0
2017-12-01,2017-12-01,C5018,AS27138,1.0
2018-01-01,2018-01-01,C5018,AS27138,1.0
2018-02-01,2018-02-01,C5018,AS27138,1.0
2018-03-01,2018-03-01,C5018,AS27138,26.0
2018-04-01,2018-04-01,C5018,AS27138,11.0
2018-05-01,2018-05-01,C5018,AS27138,1.0
2018-06-01,2018-06-01,C5018,AS27138,11.0
2018-07-01,2018-07-01,C5018,AS27138,6.0
2018-08-01,2018-08-01,C5018,AS27138,1.0
2018-09-01,2018-09-01,C5018,AS27138,2.0
2016-01-01,2016-01-01,C5018,AS27139,1.0
2016-02-01,2016-02-01,C5018,AS27139,1.0
2016-03-01,2016-03-01,C5018,AS27139,1.0
2016-04-01,2016-04-01,C5018,AS27139,1.0
2016-05-01,2016-05-01,C5018,AS27139,6.0
2016-06-01,2016-06-01,C5018,AS27139,1.0
2016-07-01,2016-07-01,C5018,AS27139,4.0
2016-08-01,2016-08-01,C5018,AS27139,3.0
2016-09-01,2016-09-01,C5018,AS27139,15.0
2016-10-01,2016-10-01,C5018,AS27139,18.0
2016-11-01,2016-11-01,C5018,AS27139,12.0
2016-12-01,2016-12-01,C5018,AS27139,7.0
2017-01-01,2017-01-01,C5018,AS27139,1.0
2017-02-01,2017-02-01,C5018,AS27139,1.0
2017-03-01,2017-03-01,C5018,AS27139,1.0
2017-04-01,2017-04-01,C5018,AS27139,1.0
2017-05-01,2017-05-01,C5018,AS27139,1.0
2017-06-01,2017-06-01,C5018,AS27139,1.0
2017-07-01,2017-07-01,C5018,AS27139,1.0
2017-08-01,2017-08-01,C5018,AS27139,1.0
2017-09-01,2017-09-01,C5018,AS27139,1.0
2017-10-01,2017-10-01,C5018,AS27139,1.0
2017-11-01,2017-11-01,C5018,AS27139,1.0
2017-12-01,2017-12-01,C5018,AS27139,1.0
2018-01-01,2018-01-01,C5018,AS27139,1.0
2018-02-01,2018-02-01,C5018,AS27139,1.0
2018-03-01,2018-03-01,C5018,AS27139,1.0
2018-04-01,2018-04-01,C5018,AS27139,1.0
2018-05-01,2018-05-01,C5018,AS27139,1.0
2018-06-01,2018-06-01,C5018,AS27139,1.0
2018-07-01,2018-07-01,C5018,AS27139,1.0
2018-08-01,2018-08-01,C5018,AS27139,1.0
2018-09-01,2018-09-01,C5018,AS27139,1.0
2016-01-01,2016-01-01,C5019,AS27000,1.0
2016-02-01,2016-02-01,C5019,AS27000,1.0
2016-03-01,2016-03-01,C5019,AS27000,1.0
2016-04-01,2016-04-01,C5019,AS27000,1.0
2016-05-01,2016-05-01,C5019,AS27000,1.0
2016-06-01,2016-06-01,C5019,AS27000,1.0
2016-07-01,2016-07-01,C5019,AS27000,1.0
2016-08-01,2016-08-01,C5019,AS27000,1.0
2016-09-01,2016-09-01,C5019,AS27000,1.0
2016-10-01,2016-10-01,C5019,AS27000,1.0
2016-11-01,2016-11-01,C5019,AS27000,1.0
2016-12-01,2016-12-01,C5019,AS27000,1.0
2017-01-01,2017-01-01,C5019,AS27000,1.0
2017-02-01,2017-02-01,C5019,AS27000,1.0
2017-03-01,2017-03-01,C5019,AS27000,1.0
2017-04-01,2017-04-01,C5019,AS27000,1.0
2017-05-01,2017-05-01,C5019,AS27000,1.0
2017-06-01,2017-06-01,C5019,AS27000,1.0
2017-07-01,2017-07-01,C5019,AS27000,1.0
2017-08-01,2017-08-01,C5019,AS27000,1.0
2017-09-01,2017-09-01,C5019,AS27000,1.0
2017-10-01,2017-10-01,C5019,AS27000,12.0
2017-11-01,2017-11-01,C5019,AS27000,23.0
2017-12-01,2017-12-01,C5019,AS27000,23.0
2018-01-01,2018-01-01,C5019,AS27000,27.0
2018-02-01,2018-02-01,C5019,AS27000,26.0
2018-03-01,2018-03-01,C5019,AS27000,26.0
2018-04-01,2018-04-01,C5019,AS27000,54.0
2018-05-01,2018-05-01,C5019,AS27000,19.0
2018-06-01,2018-06-01,C5019,AS27000,15.0
2018-07-01,2018-07-01,C5019,AS27000,32.0
2018-08-01,2018-08-01,C5019,AS27000,22.0
2018-09-01,2018-09-01,C5019,AS27000,16.0
2016-01-01,2016-01-01,C5019,AS27132,1.0
2016-02-01,2016-02-01,C5019,AS27132,1.0
2016-03-01,2016-03-01,C5019,AS27132,1.0
2016-04-01,2016-04-01,C5019,AS27132,1.0
2016-05-01,2016-05-01,C5019,AS27132,1.0
2016-06-01,2016-06-01,C5019,AS27132,1.0
2016-07-01,2016-07-01,C5019,AS27132,1.0
2016-08-01,2016-08-01,C5019,AS27132,1.0
2016-09-01,2016-09-01,C5019,AS27132,1.0
2016-10-01,2016-10-01,C5019,AS27132,1.0
2016-11-01,2016-11-01,C5019,AS27132,1.0
2016-12-01,2016-12-01,C5019,AS27132,1.0
2017-01-01,2017-01-01,C5019,AS27132,1.0
2017-02-01,2017-02-01,C5019,AS27132,1.0
2017-03-01,2017-03-01,C5019,AS27132,1.0
2017-04-01,2017-04-01,C5019,AS27132,1.0
2017-05-01,2017-05-01,C5019,AS27132,1.0
2017-06-01,2017-06-01,C5019,AS27132,1.0
2017-07-01,2017-07-01,C5019,AS27132,1.0
2017-08-01,2017-08-01,C5019,AS27132,1.0
2017-09-01,2017-09-01,C5019,AS27132,1.0
2017-10-01,2017-10-01,C5019,AS27132,1.0
2017-11-01,2017-11-01,C5019,AS27132,1.0
2017-12-01,2017-12-01,C5019,AS27132,1.0
2018-01-01,2018-01-01,C5019,AS27132,1.0
2018-02-01,2018-02-01,C5019,AS27132,1.0
2018-03-01,2018-03-01,C5019,AS27132,1.0
2018-04-01,2018-04-01,C5019,AS27132,1.0
2018-05-01,2018-05-01,C5019,AS27132,1.0
2018-06-01,2018-06-01,C5019,AS27132,1.0
2018-07-01,2018-07-01,C5019,AS27132,1.0
2018-08-01,2018-08-01,C5019,AS27132,1.0
2018-09-01,2018-09-01,C5019,AS27132,1.0
2016-01-01,2016-01-01,C5019,AS27133,1.0
2016-02-01,2016-02-01,C5019,AS27133,1.0
2016-03-01,2016-03-01,C5019,AS27133,1.0
2016-04-01,2016-04-01,C5019,AS27133,1.0
2016-05-01,2016-05-01,C5019,AS27133,1.0
2016-06-01,2016-06-01,C5019,AS27133,1.0
2016-07-01,2016-07-01,C5019,AS27133,1.0
2016-08-01,2016-08-01,C5019,AS27133,1.0
2016-09-01,2016-09-01,C5019,AS27133,1.0
2016-10-01,2016-10-01,C5019,AS27133,1.0
2016-11-01,2016-11-01,C5019,AS27133,1.0
2016-12-01,2016-12-01,C5019,AS27133,1.0
2017-01-01,2017-01-01,C5019,AS27133,1.0
2017-02-01,2017-02-01,C5019,AS27133,7.0
2017-03-01,2017-03-01,C5019,AS27133,2.0
2017-04-01,2017-04-01,C5019,AS27133,1.0
2017-05-01,2017-05-01,C5019,AS27133,4.0
2017-06-01,2017-06-01,C5019,AS27133,103.0
2017-07-01,2017-07-01,C5019,AS27133,19.0
2017-08-01,2017-08-01,C5019,AS27133,28.0
2017-09-01,2017-09-01,C5019,AS27133,17.0
2017-10-01,2017-10-01,C5019,AS27133,95.0
2017-11-01,2017-11-01,C5019,AS27133,4.0
2017-12-01,2017-12-01,C5019,AS27133,33.0
2018-01-01,2018-01-01,C5019,AS27133,136.0
2018-02-01,2018-02-01,C5019,AS27133,1.0
2018-03-01,2018-03-01,C5019,AS27133,1.0
2018-04-01,2018-04-01,C5019,AS27133,1.0
2018-05-01,2018-05-01,C5019,AS27133,1.0
2018-06-01,2018-06-01,C5019,AS27133,151.0
2018-07-01,2018-07-01,C5019,AS27133,1.0
2018-08-01,2018-08-01,C5019,AS27133,1.0
2018-09-01,2018-09-01,C5019,AS27133,1.0
2016-01-01,2016-01-01,C5019,AS27137,1.0
2016-02-01,2016-02-01,C5019,AS27137,1.0
2016-03-01,2016-03-01,C5019,AS27137,1.0
2016-04-01,2016-04-01,C5019,AS27137,1.0
2016-05-01,2016-05-01,C5019,AS27137,1.0
2016-06-01,2016-06-01,C5019,AS27137,1.0
2016-07-01,2016-07-01,C5019,AS27137,1.0
2016-08-01,2016-08-01,C5019,AS27137,1.0
2016-09-01,2016-09-01,C5019,AS27137,1.0
2016-10-01,2016-10-01,C5019,AS27137,1.0
2016-11-01,2016-11-01,C5019,AS27137,1.0
2016-12-01,2016-12-01,C5019,AS27137,1.0
2017-01-01,2017-01-01,C5019,AS27137,1.0
2017-02-01,2017-02-01,C5019,AS27137,3.0
2017-03-01,2017-03-01,C5019,AS27137,4.0
2017-04-01,2017-04-01,C5019,AS27137,1.0
2017-05-01,2017-05-01,C5019,AS27137,21.0
2017-06-01,2017-06-01,C5019,AS27137,3.0
2017-07-01,2017-07-01,C5019,AS27137,26.0
2017-08-01,2017-08-01,C5019,AS27137,33.0
2017-09-01,2017-09-01,C5019,AS27137,31.0
2017-10-01,2017-10-01,C5019,AS27137,24.0
2017-11-01,2017-11-01,C5019,AS27137,27.0
2017-12-01,2017-12-01,C5019,AS27137,54.0
2018-01-01,2018-01-01,C5019,AS27137,18.0
2018-02-01,2018-02-01,C5019,AS27137,7.0
2018-03-01,2018-03-01,C5019,AS27137,11.0
2018-04-01,2018-04-01,C5019,AS27137,14.0
2018-05-01,2018-05-01,C5019,AS27137,21.0
2018-06-01,2018-06-01,C5019,AS27137,30.0
2018-07-01,2018-07-01,C5019,AS27137,20.0
2018-08-01,2018-08-01,C5019,AS27137,19.0
2018-09-01,2018-09-01,C5019,AS27137,28.0
2016-01-01,2016-01-01,C5019,AS27138,1.0
2016-02-01,2016-02-01,C5019,AS27138,1.0
2016-03-01,2016-03-01,C5019,AS27138,1.0
2016-04-01,2016-04-01,C5019,AS27138,1.0
2016-05-01,2016-05-01,C5019,AS27138,1.0
2016-06-01,2016-06-01,C5019,AS27138,1.0
2016-07-01,2016-07-01,C5019,AS27138,1.0
2016-08-01,2016-08-01,C5019,AS27138,1.0
2016-09-01,2016-09-01,C5019,AS27138,1.0
2016-10-01,2016-10-01,C5019,AS27138,1.0
2016-11-01,2016-11-01,C5019,AS27138,1.0
2016-12-01,2016-12-01,C5019,AS27138,1.0
2017-01-01,2017-01-01,C5019,AS27138,1.0
2017-02-01,2017-02-01,C5019,AS27138,11.0
2017-03-01,2017-03-01,C5019,AS27138,20.0
2017-04-01,2017-04-01,C5019,AS27138,1.0
2017-05-01,2017-05-01,C5019,AS27138,6.0
2017-06-01,2017-06-01,C5019,AS27138,6.0
2017-07-01,2017-07-01,C5019,AS27138,3.0
2017-08-01,2017-08-01,C5019,AS27138,1.0
2017-09-01,2017-09-01,C5019,AS27138,11.0
2017-10-01,2017-10-01,C5019,AS27138,1.0
2017-11-01,2017-11-01,C5019,AS27138,1.0
2017-12-01,2017-12-01,C5019,AS27138,1.0
2018-01-01,2018-01-01,C5019,AS27138,1.0
2018-02-01,2018-02-01,C5019,AS27138,1.0
2018-03-01,2018-03-01,C5019,AS27138,9.0
2018-04-01,2018-04-01,C5019,AS27138,17.0
2018-05-01,2018-05-01,C5019,AS27138,16.0
2018-06-01,2018-06-01,C5019,AS27138,5.0
2018-07-01,2018-07-01,C5019,AS27138,9.0
2018-08-01,2018-08-01,C5019,AS27138,13.0
2018-09-01,2018-09-01,C5019,AS27138,15.0
2016-01-01,2016-01-01,C5020,AS27000,1.0
2016-02-01,2016-02-01,C5020,AS27000,1.0
2016-03-01,2016-03-01,C5020,AS27000,13.0
2016-04-01,2016-04-01,C5020,AS27000,1.0
2016-05-01,2016-05-01,C5020,AS27000,12.0
2016-06-01,2016-06-01,C5020,AS27000,1.0
2016-07-01,2016-07-01,C5020,AS27000,6.0
2016-08-01,2016-08-01,C5020,AS27000,6.0
2016-09-01,2016-09-01,C5020,AS27000,6.0
2016-10-01,2016-10-01,C5020,AS27000,1.0
2016-11-01,2016-11-01,C5020,AS27000,1.0
2016-12-01,2016-12-01,C5020,AS27000,11.0
2017-01-01,2017-01-01,C5020,AS27000,3.0
2017-02-01,2017-02-01,C5020,AS27000,17.0
2017-03-01,2017-03-01,C5020,AS27000,3.0
2017-04-01,2017-04-01,C5020,AS27000,2.0
2017-05-01,2017-05-01,C5020,AS27000,14.0
2017-06-01,2017-06-01,C5020,AS27000,10.0
2017-07-01,2017-07-01,C5020,AS27000,7.0
2017-08-01,2017-08-01,C5020,AS27000,5.0
2017-09-01,2017-09-01,C5020,AS27000,13.0
2017-10-01,2017-10-01,C5020,AS27000,9.0
2017-11-01,2017-11-01,C5020,AS27000,9.0
2017-12-01,2017-12-01,C5020,AS27000,13.0
2018-01-01,2018-01-01,C5020,AS27000,14.0
2018-02-01,2018-02-01,C5020,AS27000,14.0
2018-03-01,2018-03-01,C5020,AS27000,11.0
2018-04-01,2018-04-01,C5020,AS27000,16.0
2018-05-01,2018-05-01,C5020,AS27000,13.0
2018-06-01,2018-06-01,C5020,AS27000,10.0
2018-07-01,2018-07-01,C5020,AS27000,12.0
2018-08-01,2018-08-01,C5020,AS27000,3.0
2018-09-01,2018-09-01,C5020,AS27000,15.0
2016-01-01,2016-01-01,C5020,AS27132,1.0
2016-02-01,2016-02-01,C5020,AS27132,1.0
2016-03-01,2016-03-01,C5020,AS27132,1.0
2016-04-01,2016-04-01,C5020,AS27132,1.0
2016-05-01,2016-05-01,C5020,AS27132,4.0
2016-06-01,2016-06-01,C5020,AS27132,1.0
2016-07-01,2016-07-01,C5020,AS27132,7.0
2016-08-01,2016-08-01,C5020,AS27132,4.0
2016-09-01,2016-09-01,C5020,AS27132,3.0
2016-10-01,2016-10-01,C5020,AS27132,1.0
2016-11-01,2016-11-01,C5020,AS27132,1.0
2016-12-01,2016-12-01,C5020,AS27132,1.0
2017-01-01,2017-01-01,C5020,AS27132,2.0
2017-02-01,2017-02-01,C5020,AS27132,3.0
2017-03-01,2017-03-01,C5020,AS27132,2.0
2017-04-01,2017-04-01,C5020,AS27132,4.0
2017-05-01,2017-05-01,C5020,AS27132,4.0
2017-06-01,2017-06-01,C5020,AS27132,1.0
2017-07-01,2017-07-01,C5020,AS27132,1.0
2017-08-01,2017-08-01,C5020,AS27132,1.0
2017-09-01,2017-09-01,C5020,AS27132,1.0
2017-10-01,2017-10-01,C5020,AS27132,1.0
2017-11-01,2017-11-01,C5020,AS27132,1.0
2017-12-01,2017-12-01,C5020,AS27132,1.0
2018-01-01,2018-01-01,C5020,AS27132,1.0
2018-02-01,2018-02-01,C5020,AS27132,1.0
2018-03-01,2018-03-01,C5020,AS27132,2.0
2018-04-01,2018-04-01,C5020,AS27132,1.0
2018-05-01,2018-05-01,C5020,AS27132,1.0
2018-06-01,2018-06-01,C5020,AS27132,1.0
2018-07-01,2018-07-01,C5020,AS27132,1.0
2018-08-01,2018-08-01,C5020,AS27132,1.0
2018-09-01,2018-09-01,C5020,AS27132,1.0
2016-01-01,2016-01-01,C5020,AS27133,1.0
2016-02-01,2016-02-01,C5020,AS27133,1.0
2016-03-01,2016-03-01,C5020,AS27133,1.0
2016-04-01,2016-04-01,C5020,AS27133,1.0
2016-05-01,2016-05-01,C5020,AS27133,1.0
2016-06-01,2016-06-01,C5020,AS27133,1.0
2016-07-01,2016-07-01,C5020,AS27133,1.0
2016-08-01,2016-08-01,C5020,AS27133,1.0
2016-09-01,2016-09-01,C5020,AS27133,1.0
2016-10-01,2016-10-01,C5020,AS27133,1.0
2016-11-01,2016-11-01,C5020,AS27133,1.0
2016-12-01,2016-12-01,C5020,AS27133,28.0
2017-01-01,2017-01-01,C5020,AS27133,54.0
2017-02-01,2017-02-01,C5020,AS27133,21.0
2017-03-01,2017-03-01,C5020,AS27133,38.0
2017-04-01,2017-04-01,C5020,AS27133,38.0
2017-05-01,2017-05-01,C5020,AS27133,55.0
2017-06-01,2017-06-01,C5020,AS27133,23.0
2017-07-01,2017-07-01,C5020,AS27133,23.0
2017-08-01,2017-08-01,C5020,AS27133,4.0
2017-09-01,2017-09-01,C5020,AS27133,2.0
2017-10-01,2017-10-01,C5020,AS27133,1.0
2017-11-01,2017-11-01,C5020,AS27133,1.0
2017-12-01,2017-12-01,C5020,AS27133,6.0
2018-01-01,2018-01-01,C5020,AS27133,2.0
2018-02-01,2018-02-01,C5020,AS27133,6.0
2018-03-01,2018-03-01,C5020,AS27133,13.0
2018-04-01,2018-04-01,C5020,AS27133,3.0
2018-05-01,2018-05-01,C5020,AS27133,2.0
2018-06-01,2018-06-01,C5020,AS27133,2.0
2018-07-01,2018-07-01,C5020,AS27133,2.0
2018-08-01,2018-08-01,C5020,AS27133,1.0
2018-09-01,2018-09-01,C5020,AS27133,1.0
2016-01-01,2016-01-01,C5020,AS27134,1.0
2016-02-01,2016-02-01,C5020,AS27134,1.0
2016-03-01,2016-03-01,C5020,AS27134,1.0
2016-04-01,2016-04-01,C5020,AS27134,1.0
2016-05-01,2016-05-01,C5020,AS27134,3.0
2016-06-01,2016-06-01,C5020,AS27134,1.0
2016-07-01,2016-07-01,C5020,AS27134,1.0
2016-08-01,2016-08-01,C5020,AS27134,1.0
2016-09-01,2016-09-01,C5020,AS27134,1.0
2016-10-01,2016-10-01,C5020,AS27134,17.0
2016-11-01,2016-11-01,C5020,AS27134,2.0
2016-12-01,2016-12-01,C5020,AS27134,2.0
2017-01-01,2017-01-01,C5020,AS27134,3.0
2017-02-01,2017-02-01,C5020,AS27134,1.0
2017-03-01,2017-03-01,C5020,AS27134,12.0
2017-04-01,2017-04-01,C5020,AS27134,29.0
2017-05-01,2017-05-01,C5020,AS27134,1.0
2017-06-01,2017-06-01,C5020,AS27134,1.0
2017-07-01,2017-07-01,C5020,AS27134,1.0
2017-08-01,2017-08-01,C5020,AS27134,8.0
2017-09-01,2017-09-01,C5020,AS27134,1.0
2017-10-01,2017-10-01,C5020,AS27134,5.0
2017-11-01,2017-11-01,C5020,AS27134,4.0
2017-12-01,2017-12-01,C5020,AS27134,5.0
2018-01-01,2018-01-01,C5020,AS27134,3.0
2018-02-01,2018-02-01,C5020,AS27134,6.0
2018-03-01,2018-03-01,C5020,AS27134,3.0
2018-04-01,2018-04-01,C5020,AS27134,6.0
2018-05-01,2018-05-01,C5020,AS27134,3.0
2018-06-01,2018-06-01,C5020,AS27134,3.0
2018-07-01,2018-07-01,C5020,AS27134,5.0
2018-08-01,2018-08-01,C5020,AS27134,2.0
2018-09-01,2018-09-01,C5020,AS27134,3.0
2016-01-01,2016-01-01,C5020,AS27137,1.0
2016-02-01,2016-02-01,C5020,AS27137,1.0
2016-03-01,2016-03-01,C5020,AS27137,1.0
2016-04-01,2016-04-01,C5020,AS27137,1.0
2016-05-01,2016-05-01,C5020,AS27137,16.0
2016-06-01,2016-06-01,C5020,AS27137,1.0
2016-07-01,2016-07-01,C5020,AS27137,1.0
2016-08-01,2016-08-01,C5020,AS27137,1.0
2016-09-01,2016-09-01,C5020,AS27137,1.0
2016-10-01,2016-10-01,C5020,AS27137,1.0
2016-11-01,2016-11-01,C5020,AS27137,1.0
2016-12-01,2016-12-01,C5020,AS27137,1.0
2017-01-01,2017-01-01,C5020,AS27137,1.0
2017-02-01,2017-02-01,C5020,AS27137,1.0
